epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
137,321.821,0.75014,0.47234,1.3064,0.91304,0.84,0.89651,0.59999,1.22303,0.71494,1.92745,0.0073072,0.0073072,0.0073072
138,324.129,0.76585,0.48417,1.32656,0.94822,0.95922,0.97678,0.78326,0.77095,0.50775,1.3724,0.0072874,0.0072874,0.0072874
139,326.448,0.74292,0.48434,1.31784,0.92862,0.87,0.91998,0.6605,1.03227,0.55332,1.60028,0.0072676,0.0072676,0.0072676
140,328.759,0.74742,0.46714,1.29218,0.88703,0.76405,0.85878,0.61175,1.06678,0.86684,1.77081,0.0072478,0.0072478,0.0072478
141,331.069,0.74006,0.47931,1.31001,0.94703,0.97,0.98613,0.75587,0.79605,0.45884,1.41893,0.007228,0.007228,0.007228
142,333.573,0.72387,0.48039,1.29053,0.96644,0.98571,0.99236,0.78514,0.72631,0.43122,1.34129,0.0072082,0.0072082,0.0072082
143,335.877,0.7165,0.48169,1.29052,0.97887,0.995,0.9923,0.78288,0.73887,0.46834,1.31995,0.0071884,0.0071884,0.0071884
144,338.187,0.73308,0.48819,1.2951,0.87344,0.83121,0.89734,0.66674,0.95962,0.66708,1.66034,0.0071686,0.0071686,0.0071686
145,340.489,0.71535,0.48761,1.28109,0.91995,0.81963,0.88541,0.64593,1.01834,0.70448,1.67968,0.0071488,0.0071488,0.0071488
146,342.79,0.70818,0.46862,1.27112,0.96835,0.99157,0.99157,0.79882,0.72991,0.41098,1.35299,0.007129,0.007129,0.007129
147,345.098,0.70655,0.45915,1.27411,0.96289,0.94666,0.98122,0.76749,0.83713,0.47085,1.46075,0.0071092,0.0071092,0.0071092
148,347.412,0.71787,0.47469,1.282,0.98408,0.98,0.99057,0.79307,0.79423,0.41609,1.39322,0.0070894,0.0070894,0.0070894
149,349.712,0.71601,0.46609,1.28665,0.92828,0.97177,0.9792,0.80163,0.72972,0.42188,1.32554,0.0070696,0.0070696,0.0070696
150,352.018,0.7038,0.46675,1.25742,0.97953,0.97,0.98665,0.79912,0.75072,0.39823,1.36665,0.0070498,0.0070498,0.0070498
151,354.405,0.69647,0.46657,1.25835,0.98594,0.99,0.98998,0.80031,0.71199,0.379,1.30158,0.00703,0.00703,0.00703
152,356.723,0.72455,0.47775,1.29253,0.98948,0.995,0.98945,0.76263,0.85629,0.43685,1.46884,0.0070102,0.0070102,0.0070102
153,359.039,0.70867,0.47805,1.25681,0.76809,0.715,0.73531,0.50152,1.12484,1.02339,1.95158,0.0069904,0.0069904,0.0069904
154,361.351,0.73579,0.48425,1.30384,0.97684,0.96055,0.9834,0.74542,0.82208,0.46667,1.45448,0.0069706,0.0069706,0.0069706
155,363.652,0.72139,0.48293,1.28205,0.98158,0.99,0.98717,0.79343,0.73125,0.39346,1.34371,0.0069508,0.0069508,0.0069508
156,366.075,0.71489,0.4446,1.27814,0.99154,0.99,0.99271,0.80021,0.75827,0.38612,1.35,0.006931,0.006931,0.006931
157,368.475,0.70761,0.45815,1.26976,0.9875,0.99352,0.9943,0.80488,0.72774,0.38789,1.33061,0.0069112,0.0069112,0.0069112
158,370.778,0.71685,0.47443,1.2886,0.87494,0.6881,0.78918,0.58773,1.05478,1.17067,1.7777,0.0068914,0.0068914,0.0068914
159,373.159,0.67674,0.44748,1.25309,0.98432,0.995,0.99379,0.78894,0.82068,0.41343,1.41209,0.0068716,0.0068716,0.0068716
160,375.472,0.69242,0.45176,1.25742,0.83581,0.91155,0.93811,0.69314,0.81099,0.63586,1.40622,0.0068518,0.0068518,0.0068518
161,377.775,0.69513,0.45053,1.25596,0.96945,0.97,0.97659,0.7484,0.86555,0.45434,1.54068,0.006832,0.006832,0.006832
162,380.084,0.70732,0.45609,1.27524,0.94664,0.88179,0.95284,0.74079,0.83979,0.57285,1.46869,0.0068122,0.0068122,0.0068122
163,382.396,0.71972,0.45841,1.28167,0.97493,0.97825,0.99212,0.79506,0.72103,0.41029,1.33724,0.0067924,0.0067924,0.0067924
164,384.71,0.69143,0.46124,1.27117,0.97394,0.99,0.99007,0.80533,0.74075,0.41649,1.3494,0.0067726,0.0067726,0.0067726
165,387.018,0.70997,0.45404,1.27294,0.96242,0.9657,0.97519,0.77858,0.72665,0.40308,1.33559,0.0067528,0.0067528,0.0067528
166,389.324,0.67743,0.43889,1.24923,0.98696,0.99,0.98692,0.79816,0.73996,0.40412,1.35417,0.006733,0.006733,0.006733
167,391.629,0.72315,0.46288,1.29031,0.7056,0.44833,0.46361,0.29235,1.8372,2.47123,2.60916,0.0067132,0.0067132,0.0067132
168,394.127,0.69234,0.44761,1.25324,0.98709,0.96593,0.99018,0.79976,0.72771,0.38177,1.36372,0.0066934,0.0066934,0.0066934
169,396.432,0.69095,0.4487,1.27831,0.98394,0.995,0.99231,0.79948,0.74007,0.37935,1.3586,0.0066736,0.0066736,0.0066736
170,398.739,0.70644,0.45963,1.28018,0.98621,0.985,0.99206,0.79382,0.71735,0.39188,1.34522,0.0066538,0.0066538,0.0066538
171,401.054,0.72404,0.47362,1.28255,0.93216,0.92975,0.9357,0.70583,0.91938,0.58423,1.56087,0.006634,0.006634,0.006634
172,403.387,0.69959,0.46553,1.27028,0.95182,0.96,0.98135,0.7801,0.76141,0.42296,1.38362,0.0066142,0.0066142,0.0066142
173,405.701,0.70762,0.46738,1.27048,0.96528,0.96243,0.97504,0.76286,0.78991,0.4363,1.40146,0.0065944,0.0065944,0.0065944
174,408.019,0.69485,0.46396,1.26243,0.97268,0.98369,0.98541,0.80025,0.70702,0.37549,1.32271,0.0065746,0.0065746,0.0065746
175,410.411,0.69768,0.44186,1.26565,0.90938,0.93108,0.9618,0.70528,0.99819,0.57102,1.6795,0.0065548,0.0065548,0.0065548
176,412.739,0.69289,0.44702,1.2774,0.98089,0.995,0.99447,0.79098,0.72497,0.42243,1.31999,0.006535,0.006535,0.006535
177,415.053,0.69897,0.45304,1.26819,0.71714,0.9,0.79175,0.54488,1.01882,0.96208,1.49221,0.0065152,0.0065152,0.0065152
178,417.361,0.69726,0.44955,1.25794,0.68834,0.50304,0.52686,0.32315,1.71803,2.113,2.8709,0.0064954,0.0064954,0.0064954
179,419.667,0.69281,0.44885,1.25682,0.89492,0.89578,0.94933,0.64135,1.05015,0.59049,1.65083,0.0064756,0.0064756,0.0064756
180,421.983,0.67641,0.44307,1.25551,0.97947,0.995,0.99274,0.82102,0.67674,0.38267,1.2874,0.0064558,0.0064558,0.0064558
181,424.322,0.70317,0.45055,1.27137,0.92317,0.98,0.98915,0.78535,0.73896,0.43967,1.31872,0.006436,0.006436,0.006436
182,426.746,0.70229,0.4462,1.28587,0.68638,0.6487,0.74895,0.52517,1.11889,1.36354,1.90112,0.0064162,0.0064162,0.0064162
183,429.247,0.68669,0.44257,1.25765,0.98425,0.96287,0.98503,0.81611,0.66194,0.37417,1.28825,0.0063964,0.0063964,0.0063964
184,431.556,0.68865,0.44042,1.26391,0.91616,0.81884,0.89212,0.56475,1.21089,0.74183,2.05856,0.0063766,0.0063766,0.0063766
